job_title;company;location;salary;company_rating;description;posting_date;url_info
Data Analyst;PT. Urban Niaga Citralestari;Bogor;NaN;NA;KUALIFIKASI:1. Kandidat harus memiliki setidaknya gelar Sarjana Di bidang terkait.2. Diperlukan minimal 3 tahun pengalaman kerja di bidang terkait untuk posisi ini.3. Keterampilan komputer yang sangat baik terutama Microsoft office dan data query4. Pengetahuan luas dalam manajemen produk dan tren pasar terkiniJOB DESK:1. Bertanggung jawab dalam inventory management.( stock awal, repeat order, dan tingkat penurunan harga ).2. Menganalisa, membuat dan menyajikan data yang dibutuhkan oleh merchandiser.3. Mencari dan menganalisa apa yang sedang menjadi trend atau trend yang akan terjadi berdasarkan stock awal dan dapat memberi masukan berdasarkan data.4. Berkerjasama dengan marketing dan merchandiser team untuk mewujudkan champaign product berjalan sesuai schedule.Jenis Pekerjaan: Penuh Waktu, Kontrak, PermanenJenis Pekerjaan: Penuh Waktu, Kontrak, PermanenBekerja dari Jauh:Tidak;Posted16 hari yang lalu;https://id.indeed.com/company/PT.-Urban-Niaga-Citralestari/jobs/Data-Analyst-f26018ea9c4f97e9?fccid=80b598012447c64e&vjs=3
Programmer Analyst;Mindo Management Solutions;Yogyakarta;Rp. 2.500.000 - Rp. 5.000.000 per bulan;NA;Job Descriptions: Work with our Operations team to plan automation scripts on manual process and data management.Create automation scripts using Selenium/Python or other means for data scraping, data manipulation, listing optimization, research & analysis, and search engine emulation purposes.Monitor redirects, click rate, SERP, and other listing visibility metrics.Regularly perform thorough keywords research in the Marketplaces.Present findings and deliver potential improvements for process and productivity optimization.Research, interpret & analyze patterns and trends in large data sets.Identify problems and implement solutions in a timely manner.Prepare and present reports regularly.Stay up to date with the latest OTA, SEM and digital marketing latest trends and best practices.Requirements: Strong Selenium, Phyton, and SQL skill is a must.Having 1-2 years of job experience in data mining & emulation scripts.Having job experiences in OTA, digital research & big data analysis is a plus.Strong verbal and written English skills (will work in an English language environment).Ability to translate business needs into product requirements.Strong proactivity, problem-solving, analytical & critical thinking.Ability to work in a growing technology & fast-paced working environment.Applicants must submit a repository (GitHub, etc).Applicants must submit evidence of SQL and Selenium/Python skills (certificate, GitHub, projects, etc).Applicants must be willing to work in Yogyakarta. Remote working is possible during pandemic as per working agreement.Job Type: ContractSalary: Rp2,500,000 - Rp5,000,000 per monthLanguage:english (Required);Posted10 hari yang lalu;https://id.indeed.com/company/Mindo-Management-Solutions/jobs/Programmer-Analyst-212b3e3b2cc8744a?fccid=0c036ecdf8f0d746&vjs=3
Data Analyst - GoFood;GO-JEK;Jakarta;NaN;3.9;"Location
Jakarta
Work Type
Permanent
Application Posted
October 25, 2021
About the Role
As our Business Intelligence Analyst, you’ll be an instrumental player in the GoFood team based in Bengaluru. Collaborating with the Business and Product teams, you’ll focus your efforts on supporting the analytics and data products (automated dashboards, reports, alerts, and simulation tools) which aim to create business impact at scale. Specifically, you’ll conduct general analysis on each new feature/product, dive deep into understanding user behavior insights to make sound business decisions, and provide data visualizations to track GoFood’s overall performances. Your efforts will aid GoFood at a level of detail that enables our stakeholders to identify and address critical issues and align deliverables according to the team’s priorities and requirements.
What You Will Do
Craft strategic initiatives for GoFood that are focused on analysis and experimentation; work closely with the Content & Quality streams to improve the platform’s user experience
Deliver insight and analysis using statistical tools, data visualization, and business use cases with the Product and Business teams
Conduct analysis to determine new project pilot settings, new features, user behavior, and in-app behavior
Build & maintain dashboards for tracking business performance and product adoption
Assist Product Managers and Business teams in creating data-backed decisions
Collaborate with GoFood’s Product and Business teams in identifying new avenues for growth and opportunities, and back their product delivery with experimentation
Build first cut Machine Learning models based on product requirements
Automate data extraction by creating de-normalized tablesWhat You Will Need
At least 4 years of work experience dealing with product analytics, data, and statistics
Expertise in SQL with experience using data visualization and dashboarding tools (e.g. Tableau, Metabase, Google Data Studio, Clevertap, Python)
Experience in Machine Learning technologies (i.e. forecasting, clustering, statistical significance test, predictive modeling, and text mining)
Experience in delivering products as end-to-end data solutions (from data pipelining to analysis, presenting, and scalable adaption)
A strong business sense with the ability to transform ambiguous business and product issues into well-scoped, impactful analysis
Strong ability to design and conduct simple experiments
A goal-oriented, critical-thinking mindset with the ability to work equally well within a team and independently with minimal supervisionAbout the Team
Our GoFood Data squad is a family of around 20 GoTroops based in India and Indonesia. Together, we run Southeast Asia’s fastest-growing food delivery service. As nasi goreng is to the people of Indonesia, we are to Gojek: providing the nourishment to sustain our business from the inside out.
The gist of our role is to oversee all things data for GoFood, acting as a thought partner for our Business and Product teams to make well-analyzed, data-backed business decisions to ultimately fuel GoFood’s innovations and evolutions. Through the use of our data products (automated dashboards, reports, alerts, and simulation tools), we dive deep into data surrounding user experience, adoption rates, and in-app behavior, conducting experiments to better understand what makes our users and products gel.
So far, our team has created a massive impact across various user journeys - from search, recommendations, the discovery of merchants, to food preparation time, just to name a few. We’re currently hard at work with our Product Managers to construct new machine learning solutions for projects surrounding the reduction of wait times to the expansion of food variety.
All that said, don’t be fooled by our hard work; we know how to play hard, too. Contrary to popular belief, our team actually enjoys each other’s company. When we aren’t busy analyzing user trends or conducting experiments, you’ll find us ordering some delicious meals on GoFood (what can we say... we're loyal), battling it out in a game of Among Us, or trying to survive an intense workout session together.";Posted29 hari yang lalu;https://id.indeed.com/rc/clk?jk=8ea21f992ccce982&fccid=35c79097c1f63f3d&vjs=3
Business Analyst;Arthur D. Little Austria;Indonesia;NaN;NA;ResponsibilitiesAs Business Analyst at Arthur D. Little Southeast Asia, you will work on defined sub-tasks of the assignment with the close support and guidance of your project manager. The Business Analyst’s role includes:Performing primary and secondary research to support team deliverables and solve complex client business issuesValidating and analyzing data to extract key insights to generate innovative solutions for clientsPreparing client reports, analysis, proposals and presentationsProviding input in client meetings regarding own workInteracting with clients/experts during workshops and interviewsAdditionally, you will also have the opportunity to contribute to the development of the office by taking on a role in the internal office organization.Requirements: Undergraduate or graduate degree with outstanding academic achievement from top-tier universitiesExperience in devising and implementing business strategies involving quantitative analysis, market research and performing primary & secondary researchExceptional problem-solving skills, broad industry knowledge and sharp business acumenEntrepreneurial, proactive and team-orientedExcellent communication skills in English. Proficiency in another ASEAN language is an advantage such as Thai, Vietnamese, Malay, Indonesian and Filipino (Tagalog)Willingness to travel within Southeast Asia and beyond for team and client meetingsInterested candidates are invited to apply with your Cover Letter and CV.Positions available in Jakarta, Indonesia. We regret that only shortlisted candidates will be notified.Arthur D. Little is an equal-opportunity employer. This means we are committed, as a firm, to ensuring that no employee, contractor, vendor, or job applicant is discriminated against because of their race, color, nationality, ethnic or national origin, religion or belief, sex, marital or civil partner status, sexual orientation, age, gender reassignment or disability.Job Type: Full-time;Posted30+ hari yang lalu;https://id.indeed.com/company/Arthur-D.-Little-Austria/jobs/Business-Analyst-ecced1ca3dd08a2b?fccid=a4270b163a674bc4&vjs=3
Data Analyst (GetPlus);Merah Cipta Media;Jakarta;NaN;NA;"Responsibilities
Analysis of multiple data sets across websites, social media and traditional research and generating consumer insightsPerform analysis on trends & assists with the creation of final outputsPerform a base-level of analysis on all data extracted (trends, themes, etc.)Global data sourcing identification; internally and externallyMulti-data set integration methodologiesQuery building & data extraction – social listening tools and internal business data and social media channelsUse multiple internal data analysis and visualization tools to deliver analysisDeliver real-time analysis for brand campaigns / crises / always-on campaigns as requiredDashboard and alert design as requiredDevelop a reporting practice that includes, but is not limited to: ad hoc findings/optimization, monthly reporting, quarterly deep dives, competitive comparisonsRecommend key takeaways and action items from the results of reporting back to strategy/account teamsContinually identify new tools and methods in order to improve tracking and reporting, streamlining the process so that more time is spent on analysisRequirements
2-4 years experience in data analytics or social listeningFluency in English and Indonesian (strong ability to read and write)Strong knowledge and capability in turning information into insights and find implication for business opportunityHas local country insightExperience in manipulating and analyzing large datasetsHave experience in data gathering, data analytics or data visualization toolsAbility to work with both structured and unstructured dataExperience in corporate storytelling or the communication of complex information in a simplified wayMarket research experience";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=49ae599f425c14dc&fccid=b13280f4137f930c&vjs=3
Staf Surveyor cabang Ciawi, kab. Tasikmalaya;PT. Mandala Multifinance Tbk Area Jawa barat;Tasikmalaya;Rp. 2.252.000 per bulan;NA;Deskripsi jabatan :merupakan posisi yang memiliki tugas pokok melakukan verivikasi keabsahan data dan surve lapangan pengumpulan informasi terkait calon nasabah, baik melalui interview calon nasabah dan lingkungan sekitarnya dengan tujuan sebagai bahan analisa untuk keperluan pelepasan kredit. Adapun untuk jobdes tugas anatara lain sebagai berikut :1. Bertugas untuk melakukan kunjungan kerumah / tempat usaha calon nasabah dalam rangka melakukan interview dan pengumpulan data administrasi terkait proses pengajuan aplikasi pembiayaan2. Melakukan validasi terhadap keaslian syarat yang diberikan oleh calon nasabah3. Melakukan interview terhadap lingkungan disekitar rumah calon nasabah sebagai bagian dari cros cek data yang diberikan nasabah4. Melaporkan hasil temuan lapangan, informasi dan data administrasi terkait calon nasabah kepada pimpinan cabang untuk dilakukan analisis kelayakan pelepasan kredit5. Memelihara hubungan baik dengan (Dealer, Mediator sebagai sumber order) serta calon nasabah itu sendiri dalam rangka memastikan kualitas pelayanan terbaik dari perusahaanKualifikasi yang dibutuhkan1. Laki-laki, usia Maksimal 35 th, pendidikan D3/S12. Memiliki kemampuan komunikasi, interview dan analisis yang baik3. Merupakan Pribadi yang aktif, jujur, pantang menyerah dan siap bekerja dengan target4. Terbuka bagi yang berpengalaman maupun non-pengalaman dibidang survey/kredit analis5. Memahami wilayah dan memiliki pergaulan luas di area Ciawi dan sekitarnya6. Memiliki Sepeda motor dan SIM C untuk menunjang mobilitas pekerjaan7. diutamakan berdomisili di sekitar wilayah ciawi/kab. TasikmalayaBenefit :1. Gaji pokok, Tunjangan Bensin & Pulsa2. Fasilitas BPJS kesehatan dan ketenagakerjaan3. Bonus dan insentif kinerja4. Status Karyawan non-outsourcing, jenjang karir dan status pekerja tetap *Jenis Pekerjaan: Penuh Waktu, PermanenGaji: Dari Rp2.252.000 per bulanPendidikan:S1 (Diutamakan)Pengalaman:Surveyor/CMO: 1 tahun (Diutamakan)Lisensi/Sertifikasi:SIM C (Diutamakan);Posted2 hari yang lalu;https://id.indeed.com/company/PT.-Mandala-Multifinance-Tbk-Area-Jawa-barat/jobs/Staf-Surveyor-Cabang-Ciawi-8db818f4807a0c7d?fccid=6400f78d68ae19d7&vjs=3
Analyst - Associate, Digital Consumer Finance Data Analytics;DBS Bank;Indonesia;NaN;3.9;"Business Function:
Risk Management Group (RMG) is responsible for the development and maintenance of risk management and internal control frameworks. we provide independent review and challenge to business to ensure that appropriate balance is considered in risk/return decision. in additional, RMG is responsible for the monitoring and reporting on key risk issues of the Bank. To manage risk effectively and deliver strong financial performance, we invest significantly in our people and infrastructure
Responsibilities:
Support Consumer Credit Digital Enablement Head in performing comprehensive analyses based on Traditional, Non Traditional, and Dark Data to establish new acquisition operating model in Digital platform.Work together with GPA and other related units in developing new scorecard model and other models to underwrite new applications.Work together with external partners to gather and analyse their data to support new underwriting assessment.Introduce Test & Learn Framework for any new Risk Decision model implemented in Digital platform within Bank Risk Appetite .Perform continuous monitoring on Digi Acquisition & Portfolio Management performance as well as performance of Risk Model to ensure actual performance is as per development and perforn further fine tune in the models whenever is required.Requirements:
Experience Min. 3-5 yearsMin. Bachelor DegreeStrong in Analytics SkillsExperience in Consumer Credit areaGood understanding in Banking Regulation, Operational Risk, in addition to Credit Risk
Primary Location: Indonesia
Job: Analytics
Schedule: Regular
Employee Status:
 Full-time
:
Job Posting: Sep 27, 2021, 8:36:48 PM";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=f68723c68ed14265&fccid=cc1f9ea511d140fe&vjs=3
Senior Data Analyst (Remote);PT. Warung Pintar;Jakarta;NaN;NA;ResponsibilitiesBuild data reports / dashboards to monitor developed productsPlan iteration based on monitored dataDevelop ad-hoc queries to support operational processIncrease co-workers data literacy by training on new reports/dashboards, being a strategic partners, and providing technical expertise on data storage structures and data cleansingManage and design the reporting and analysis environment, including data sources, data warehouse, interface, and contentsGenerate impactful insight & analysis on each new feature/business model that has been releasedEvaluate product experiments and measure the impact to our target metrics (e.g. proactively suggest A/B tests or experimentations for product features and evaluate the impact on whether to increase the exposure or to stop the experiment)RequirementsBachelor's degree in Engineering, Mathematics, Statistics, Operation Research or other related disciplinesHave at least 3 years of experience in data-related fieldsProficients in SQL, spreadsheets, and statistical software packageExcellent in Statistics/Math to solve analytical problemsFamiliar with ETL (Extract, Transform, Load) processFamiliar with Bigquery, Redash or Data StudioGood Understanding of product life cycle and development cycleGreat data manipulation skillsAble to communicate and ask questions effectivelyDetail oriented, analytical and curiosAbility to work independently and with othersProblem Solving and Critical ThinkingBenefitsFlexible working hoursCommunication & Transportation AllowanceVision AllowanceMaternity AllowanceInsurance with Dental cover and COVID-19 free special coveragePrivate Medical/health insurance for employee and family members (spouse up to 3 children)BPJS Allowance (Jaminan Hari Tua, Kesehatan, Jaminan Pensiun, Jaminan Kecelakaan Kerja, Jaminan Kematian)Job Type: Full-time;Posted22 hari yang lalu;https://id.indeed.com/company/PT.-Warung-Pintar/jobs/Senior-Data-Analyst-fe42ad1125e9d81e?fccid=3a829d74e21cab42&vjs=3
Data Analyst;Alodokter;Jakarta;NaN;3;"This role exists to:
Generate insights from data by consolidating data from various sources, reporting them in a concise and accurate manner, and providing a practical interpretation of the reports which support the management team’s decision-making.
Core Responsibilities:
Analyze web and app traffic using tools such as Google Analytics, Firebase, Google BigQuery to provide insights into user behavior periodically using BI tools such as Google Data Studio.

Create holistic dashboards by pulling data from different data sources and websites for presentations to senior management team/external partners

Maintain standard data definition and dictionary to ensure data quality, consistency, and robustness in tracking and reporting processes

Create analytical datasets using data management tools such as SQL or Python to automate the reporting processes so to improve work efficiency and reduce man-made mistakes.

Collaborate with internal & external partners such as partners and agencies to assist with data collection and understanding the business question.

Working closely with the regional analytics team, develop and implement statistical models and other analytical tools to create impact in business processes and performance.
Knowledge:Essential:
Knowledge of web & app analytics tools such as Google Analytics, Google BigQuery, Firebase.

Knowledge of BI tools such as Google Data Studio, PowerBI, or Tableau.

Strong experience using statistical computer languages (SQL, Python, etc.) to manipulate data and draw insights from large datasets.
Desired:
Knowledge of cloud computing services (Google Cloud Platform is a plus)

Knowledge of advanced analytical techniques (profile analysis, cohort analysis, and etc) and experience working with structured and unstructured data.

Knowledge of version control tools such as GitHub /GitLab.
Skills/Abilities:Essential:
Hands-on experience in
Data management and manipulation: strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Reporting and Insights: ability to generate accurate reports and derive insights from the data as well as articulate the findings in a team environment and add value through the sharing of these insights with stakeholders in an effective way with clear and quantifiable business impact.
Desired:
Data Mining from various data sources – internal & external sources.

Automating reporting process through visualizations on dashboards.";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=40568ea512a0782f&fccid=d3be2356580efeda&vjs=3
Customer Operations - PIC Data Analyst;Ajaib;Jakarta;NaN;NA;"Company Description
Ajaib is a financial technology company that provides a modern digital experience for beginners and seasoned investors alike. Our mission is to enable our customers to achieve financial freedom. Financial systems are the backbone of any country's economy and wealth so we bear heavy responsibility for our customers. Our software engineers work on a variety of projects ranging from bleeding-edge innovations in financial systems to exciting consumer products. We never stop learning and we always seek ways to improve. If you want to apply your knowledge and skills to impact millions of lives, join our team.
Job Description
Monitor Business Process Outsourcing (BPO) on the floor and ensure they meet the KPI target and standards based on data analysis.
Day-to-day agent performance review with Business Process Outsourcing (BPO), and also to provide insights and improvement
Work closely with internal stakeholders to validate reports from Business Process Outsourcing (BPO) side (metrics, forecast, data request, etc).
Communicate & coordinate with internal stakeholders to provide the needs of the floor in regards to data or metrics related
Generate alert system and periodic reports needed by internal CS team
Qualifications
Minimum bachelor degree from any major discipline.
Minimum 2 years of working experience in the contact centre industry, experienced as an analyst or desk controller is preferred
Highly analytical, problem-solving, obsessed with data and the customer experience.
Familiar in using CRM Tools (e.g Zendesk/Salesforce/Yellow Messenger)
Proficient using Ms. Excel is strongly preferred";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=1ed2846c361936d1&fccid=b6dc65d91699cc4b&vjs=3
Data Analyst;SehatQ;Jakarta;NaN;NA;"Learning and fully understanding the data landscape in databases and applications

You are required to process the data be it automated and manual data collected from various sources, external and internal data, then visualize the data into well-scoped and impactful charts for business decision making, and continuous improvements purposes

Together with Data Engineer, you will be required to work closely to ensure the data management meeting, improve data quality, and resolve data issues that may occur

Review and validating data in regular basis, initiate action to resolve arising data issues, follow up and follow through to ensure problem resolution

Communicating insights, analysis, data visualization and business case to senior management and across the organization
Key Qualifications
Educational Background: Bachelor’s degree in Computer Science, Mathematics, Statistics, Economics, Management or related.
Work experience desired: Minimum of two years working experience
Mandatory skills & knowledge:
Analytical and business logical skill

Attention to detail and effective data governance

Team player and able to work individually with minor supervision

Strong comprehension of the English language

Experience working with one or more languages for querying (e.g. SQL) and provision in using Google Sheet, Microsoft excel

Experience in BI tools such as Google Data Studio and Google Big Query are a must

Familiar with visualization tools e.g.; Tableau, Metabase, etc.

Having knowledge on Google Analytics and Google Tag Manager";Posted21 hari yang lalu;https://id.indeed.com/rc/clk?jk=b0a017c34d5dae97&fccid=5e52a0adab34fa68&vjs=3
Senior Data Analyst (Quality & Governance);Funding Societies;Jakarta;NaN;NA;"Funding Societies | Modalku is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.
Our Data team is seeking a passionate Data Analyst (Quality/Governance) that has a passion and depth in data governance, data operational efficiency, and effective management of data environments – platforms and tools. Working in a regional team across India and South East Asia, the Data Quality Analyst will monitor performance and quality control plans to identify any issues or ways to improve systems and database designs. This role is best suited for those who enjoy working with numbers and data sets, have an aptitude for computer systems and software, and have strong analytical abilities.
What you will do:
Review, analyze, and ensure data quality initiative - in the areas of data sourcing, data cleansing, data migration, master data management, data governance and quality and data definition.
Improve the QA process by automating the tasks and refining the procedure.
Analyse reference data needs of various user areas, suggest solutions and build as necessary.
Analyse the data from various sources, identify patterns, structures and data life-cycle.
Implements processes and systems to monitor data quality, build reports/dashboards to ensure data is always accurate and available for key stakeholders and business processes that depend on it.
Coordinate with teams to design standards for present and prospective applications and databases.
Continuously identify data quality and production issues and solve them in collaboration with the Data Engineering/Data Analytics/Technology Team.
Develop and implement test plans and scripts for various data quality processes.
Maintain manual and automated test scripts and recommend modification as per requirements.
Maintain effective coordination frameworks with technology teams for production systems.
What we are looking for:
Bachelor's or master’s degree in technical or business discipline or related experience; Master's Degree preferred.
3-7 years of experience in Data Quality/Data Governance functions.
Candidate should have hands-on experience in a majority of the below areas:
Business Glossaries & Data Dictionaries, Data Quality analysis & reporting, Metadata Management, Reference Data Management, Data Lineage & Traceability.
Strong team player with good communication skills and able to work with multiple stakeholders including senior managers.
Strong problem-solving skills and an ability to prioritise and manage multiple tasks.
Knowledgeable in RDBMS with ability to write complex SQL for data manipulation & extraction; additional experience in Python will be viewed favorably.
Experience with orchestration tools like Airflow.
Experience in Data Warehouse solutions like Snowflake,Redshift.
Exposure to data visualization tools (Tableau, Sisense, Looker, Metabase etc.)
Knowledge of Github, JIRA is a plus.
CDMP, CISA certifications preferred.
Knowledge/Skills/Abilities/Behaviours:
A “build-test-measure-improve” mentality and are driven to motivate and lead teams to achieve impactful deliverables
Passion for operational efficiency, quantitative performance metrics and process orientation
Depth of knowledge in operationalizing data governance and providing measurable Data Quality Management
Working knowledge of project planning methodologies, IT standards and guidelines.
Customer passion, business focus and the ability to negotiate, facilitate and build consensus.";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=258b383a206c36d6&fccid=6f7889059d7ef6f6&vjs=3
Data Analyst;Shipper;Jakarta;NaN;NA;"Why Join Us?
Shipper is on a mission to invent a new standard for online shipping in Indonesia. We have assembled the largest asset-light delivery network to make shipping simple, reliable, and cost competitive. With over 17,000 islands, 2,500 logistics providers, and a fast growing e-commerce market, Indonesia is one of the most challenging markets to build a great online shipping experience and we are primed to be a part of the solution. We are privileged to have some of the best global investors including Lightspeed, Y Combinator, and others. We are looking for passionate and outstanding individuals to join our team.
What Will You Do:
Understand our business flow, especially related to logistic and SCM business process
Apply your expertise in quantitative analysis, data mining, and the presentation of data to identify opportunities for business improvements and support your recommendations
Build dashboards, identify new and track key metrics to closely monitor team's performance and identify quick and long term opportunities for improvements
Perform ad-hoc analysis to understand certain business cases and challenges, providing conclusions and advice based on data analysis
Work closely with cross-functional teams of analysts, data engineer and product analytics managers
Design and manage data warehouse schema for Self-Service data preparation
Supporting the company by making continuous improvement in accordance with company's vision and mission
What Are The Requirements:
Bachelor degree in Computer Science, Business Analytics or related quantitative fields (Mathematics, Economics, Computer Science, Information Management or Statistics).
Able to write complex SQL queries and preferably experience with MySQL, PostgreSQL, MongoDB
Proficiency in one or more programming languages including but not limited to Python, R
Experience using visual analytics tools (e.g. Metabase, Tableau, Sisense etc) and big data framework
Advanced knowledge in Excel
Strong communication and presentation skills
Demonstrated ability to learn fast, and prioritize objectives to meet deadlines
Experience with AWS ecosystem is a plus
2-5 years of experience in an analytical role
Language: Fluent in verbal and written in English & Indonesia";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=b32d9c81e1c0d52d&fccid=4afa824143edf805&vjs=3
Data Analyst;Skilledd.Com;Jakarta;NaN;NA;"We are looking for a passionate Data Analyst to drive data-driven business and product decisions. You will be reporting directly to the CTO. Your primary focus is to use data to explore and validate hypotheses and ultimately help propel the business forward.

Responsibilities:
Partner with business stakeholders to identify, prioritize, and answer the most important questions where analytics will have a material impact
Manage company’s analytics platform, business intelligence tools and data pipeline
Ensure quality and usefulness of reports and dashboards
Create models for data-driven features and business needs
Advocate data best practices and data-driven decisions
Communicate key results in a layman manner using verbal, visual, and written media
Bachelor’s Degree (preferably in Computer Science, Information System, Business Analytics, Statistics, Mathematics or a related field)
Minimum of 3-5 years experience required. Relevant experience in business intelligence and data analysis is a plus.
Passionate in making data-driven and customer-centric product and business decisions
Ability to navigate data landscape and make decisions in a fast-paced environment
Ability to communicate with technical and non-technical stakeholdersGood To Have:
Strong oral and written communication skills in English
Strong business mindset and ability to grasp business requirements from stakeholders
Champion of data and visualization with strong presentation and story-telling skills
Strong programming background
Experience with analytics platforms like Google Analytics, Amplitude, Mixpanel
Experience with data infrastructure platforms like Segment
Experience with BI tools like Redash, Tableau, Metabase
Experience performing data analysis using Python (pandas, scikit-learn, etc.), R and/or SQL
Knowledge on measuring product metrics and growth metrics. Knowledge of e-commerce is a plus";Posted5 hari yang lalu;https://id.indeed.com/rc/clk?jk=b81146517cd50dd4&fccid=bb58594d75887b6f&vjs=3
Onboarding Analyst - Midtrans;GO-JEK;Jakarta;NaN;3.9;"About the RoleAs a Merchant Onboarding Planning Analyst, you’ll focus your effort on analyzing the end to end onboarding process, deep diving the issues and supporting data-driven decision making which aim to provide the best experience merchant journey and make them happy and satisfied using our product.You'll get your hands dirty in analyzing and interpreting findings from internal and external data, understanding the impact of each stage of merchant onboarding activities, designing and running experiments, and developing standardized reports and dashboards for the Merchant Onboarding team.
From the insights that you’ve gathered, you’re also expected to propose various ideas to make a quick, effective and efficient onboarding process for our merchants and ensure that all issues and pain points are highlighted and escalated to drive continuous improvement across the Merchant Payments organization.
What You Will Do
Deliver insight, analysis, data visualization, and business use case to onboarding and business team
Ensure data availability and reliability for the team
Building and maintaining strategic, operational, and analytical dashboard
Explore various ideas, deep dive current processes (incl. pain points, issues, system, technology, etc), proposed and implement potential process improvement (in terms of effectivity and efficiency)
Build dashboards and reports for various purpose such as effectively monitor team’s performance and spot issues quickly to performance report for senior leaderships
What You Will Need
At least 2 years of working experience with data analysis and reporting
Experience in working on process improvement projects
Proficiency in SQL and strong experience with a data visualization and dashboarding tool (e.g. Tableau, Metabase, google data studio, etc)
Proficiency in business English and Indonesian is a must
Knowledge of Salesforce is a plus
Comfortable working both independently with minimal guidance and in a team setting and has high attention to details, quality oriented result
Ability to transform an ambiguous business or product problem into a well-scoped and impactful analysis
Strong operational background and a track-record of making data driven decisions.
About the TeamOur Payments team oversees GoPay (Southeast Asia’s fastest-growing consumer payments and financial services app), as well as Midtrans (one of Indonesia’s largest payment gateways), and Spots (Indonesia’s largest offline network for payments).

Our Merchant Payments team is part of the larger Payments platform, and consists of passionate engineers based in Jakarta, Singapore, and Gurgaon. We run Southeast Asia’s leading financial platform for online and onsite merchants. It's our job to oversee all things related to empowering business owners, and to create a seamless and efficient payment gateway solution. We also take the time to understand our merchant-partners daily concerns and experiences in order to cater our services to resolve any hurdles and expand their operations. The big question that we’re always trying to solve is: How can we better improve our digital experience for our merchants-partners.

We've helped simplify payments for over 300,000 merchant-partners in our respective regions - from retail stores in town to your favorite Gorengan and Martabak stalls. But, the growth of Payments does not stop here. We are hungry for more. We intend to become the largest payment and financial services group in Southeast Asia. We are working on several projects now, including one about enhancing direct interaction with our merchant-partners of a variety of businesses and their customers.

We’re a high-performing, tight-knit team who are committed to the growth of the company, as well as each other’s personal growth and well-being. Pre-COVID, factions of our team would enjoy catching up over a round of drinks after work. However, with WFH becoming more normalized, we've been sharing our favorite ways to prioritize a healthy work-life balance at home. Off-hours, you’d probably find us binging The Queen’s Gambit on Netflix, whipping up a loaf of sourdough bread, or trying our best to survive a HIIT workout on YouTube.
About Us
Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.'
Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.
As of 2021, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.
Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.
Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.";Posted1 hari yang lalu;https://id.indeed.com/rc/clk?jk=6489bde598684fcb&fccid=35c79097c1f63f3d&vjs=3
PRICE ANALYST & CAMPAIGN PLANNER STAFF;PT Orientama Lintas Buana;Jakarta;Rp. 5.500.000 - Rp. 6.000.000 per bulan;NA;Kualifikasi : Laki-Laki/Perempuan. Usia max 30 tahunPendidikan min. S1 di segala JurusanPengalaman min. 2 tahun di bidang penjualan (power tools/mesin merupakan point plus)Sangat mahir menggunakan Ms.Excel untuk keperluan pengolahan dataTerbiasa melakukan riset harga produkMempunyai kemampuan analisa dataDapat mengusulkan program promoMengerti & bisa menggunakan System Accurate menjadi nilai plusMempunyai kemampuan komunikasi dan menjalin hubungan yang baik dengan customer & vendorTeliti , jujur dan mampu bekerja sesuai dengan target & tenggat waktu yang sudah ditentukanDapat bekerjasama dengan tim dengan baikTugas dan tanggung jawab : Market research harga barang online dan kompetitorAnalisa data internal dan menggunakan data tersebut untuk komparasi harga internal dengan harga onlineInisiatif menggalang promo dengan harga yang kompetitifMelakukan laporan mingguan terhadap analisa hargaBekerja sama dengan Divisi Merchandiser untuk melakukan perubahan harga online dengan menimbang harga modal dan biaya marketplaceContract length: 12 monthsJenis Pekerjaan: Penuh Waktu, KontrakGaji: Rp5.500.000 - Rp6.000.000 per bulanBekerja dari Jauh:Tidak;Posted22 hari yang lalu;https://id.indeed.com/company/PT-Orientama-Lintas-Buana/jobs/Price-Analyst-Campaign-Planner-Staff-90c516a8a02bb6d6?fccid=274ac7ac54551ca0&vjs=3
